Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.246150970458984,35.09894231308452,26.652757527018196,28.78433790489176,855215656
2007-10-08,30.595380783081055,33.33598294721486,30.403056985188236,33.33598294721486,126671715
2007-10-09,32.67887496948242,32.96735845541746,28.96063129638292,30.61140201638971,116725709
2007-10-10,32.9833869934082,33.656518050021006,32.694903497024825,33.528301472014974,67931378
2007-10-11,36.66958236694336,38.46459737484443,32.6949090728912,38.46459737484443,106320954
2007-10-12,36.42919158935547,37.79147958755851,35.57976582469773,35.9003041772161,99410791
2007-10-15,36.90998458862305,37.40682144799589,36.58944636228364,37.18244295052713,41814972
2007-10-16,40.676300048828125,41.31738071197943,36.701627761782845,36.958056548981766,138614496
2007-10-17,43.849639892578125,44.87535959020394,34.00911260491534,36.541365852552126,204876259
2007-10-18,42.31105422973633,47.90444797314954,40.50001413508237,44.55482179596408,146617799
2007-10-19,42.166812896728516,43.88169319249029,40.06728500931967,41.349437851372926,110266491
2007-10-22,41.60586929321289,42.90404725262194,40.227552436939874,41.317385785297276,72253405
2007-10-23,44.57085037231445,44.971523143517366,42.63159155114566,42.63159155114566,74594921
2007-10-24,43.88170623779297,45.99725992561537,43.38486925524931,45.516448119330306,63055170
2007-10-25,43.78551483154297,44.811238509475395,38.67293030329826,42.391173201332926,34522489
2007-10-26,45.099727630615234,45.82093845998247,43.35279299378387,44.554811042729256,62370025
2007-10-29,46.01327133178711,47.11912989489966,45.61259856943876,45.83697705538492,43657697
2007-10-30,47.03899002075195,48.305113197985385,45.26000054864165,46.63831730373305,79921711
2007-10-31,48.01664733886719,49.07442630866972,47.11914186228821,47.27941100793294,44655368
2007-11-01,46.94283676147461,49.571252128937125,46.55819347317795,49.20263401397766,50632492
2007-11-02,47.792266845703125,48.08075477415455,44.87536764448133,45.243990142485124,32001693
2007-11-05,48.769901275634766,49.843705158578494,47.47171890458539,47.76020677431487,38833135
2007-11-06,49.41097640991211,52.5362239046106,48.73784531076921,49.619325373376476,81880281
2007-11-07,48.68978500366211,51.029713097824626,47.599955539909416,50.32453137308084,33593141
2007-11-08,47.85636901855469,49.15455145794643,46.79859459911964,47.43967105879615,27990521
2007-11-12,49.010311126708984,49.8757661500727,45.147822564011896,46.41395040419616,35153735
2007-11-13,50.18027114868164,51.18996570242816,48.257041771039525,49.84370774662547,43830531
2007-11-14,49.523155212402344,51.76692217154607,49.26672209423988,51.06173653107021,36738579
2007-11-15,50.35655975341797,51.238039709262786,49.410970425389955,50.452719464115646,29242252
2007-11-16,50.00397491455078,51.141883846320624,49.42700351517543,50.13218933188603,18895294
2007-11-19,51.81502151489258,53.690171191391165,50.757247003831004,51.14189030440868,40716718
2007-11-20,51.013648986816406,53.04906671945685,50.38859797485775,51.60664532039173,26342171
2007-11-21,47.03899002075195,51.62268416441742,45.90107689587191,51.318175508029384,26814499
2007-11-22,45.42026901245117,48.4333312811671,43.44896014127263,46.54215260471603,34096185
2007-11-23,48.433345794677734,48.72182936390581,45.70876619229698,48.40129109863496,27664090
2007-11-26,48.8179817199707,50.22834900430662,48.43333846837608,50.22834900430662,20159123
2007-11-27,47.615966796875,49.65138548787593,47.11913426452007,49.65138548787593,20573198
2007-11-28,46.910770416259766,48.88208362604187,46.59023224850035,48.65770516957942,16435311
2007-11-29,45.64466094970703,48.33718149678189,45.051664292013655,48.080752624709405,25530967
2007-11-30,47.40761947631836,47.69610303258221,45.83698291659002,46.47805941832226,18437721
2007-12-03,48.08073806762695,48.67373454578276,47.615955986688775,47.98457400903088,16851227
2007-12-04,47.4556999206543,48.80196232967005,47.10310697090462,48.4012895112223,14008727
2007-12-05,49.34687805175781,49.52317671220276,47.4396779170472,47.535837660869085,27725290
2007-12-06,48.433345794677734,51.173946223712186,47.80829443836817,50.42068043080997,24104710
2007-12-07,48.22498321533203,49.42700148006647,47.35953267326982,48.73784521113426,11742386
2007-12-10,48.27306365966797,48.86605581263355,47.64801247171627,48.68976155325091,8330010
2007-12-11,48.048683166503906,48.978242976645156,47.80827954245476,48.70578466654071,11685950
2007-12-12,48.01664733886719,48.449374901623735,47.11914186228821,47.439680153577676,16342131
2007-12-13,47.215301513671875,48.72183321866976,47.03900719285627,48.080756637407475,14620172
2007-12-14,46.75050735473633,47.48774784409989,46.510103697948196,47.05502039236571,10991851
2007-12-17,43.92979049682617,47.27941786568721,43.27268429582396,47.022984586913374,19355678
2007-12-18,43.73744583129883,45.19589283581397,42.37515854337116,43.432932816142866,21607783
2007-12-19,42.93611145019531,45.53247229156362,42.567493311361574,45.14782463077628,19526912
2007-12-20,42.50338363647461,43.8496460927124,42.311059807358,43.49705313059503,17105204
2007-12-24,43.80156326293945,44.4907196187652,42.7918643151907,43.14445725348565,16711519
2007-12-26,45.13178253173828,45.676699122243924,44.041953698303864,44.041953698303864,20930094
2007-12-27,45.452327728271484,46.70242582953046,45.067680152079085,46.061349434261494,44565277
2007-12-28,45.804927825927734,45.99725164430011,44.875363428391005,45.35617080053281,18354518
2007-12-31,46.14148712158203,46.41394547761574,45.5805452375741,46.15751664110039,11982308
2008-01-01,46.99091720581055,47.423644714586345,45.94916788907317,46.381895397848965,16687746
2008-01-02,46.734474182128906,47.34349580554228,46.04531802017227,46.99090296643655,13437280
2008-01-03,48.6577033996582,48.85002716283352,45.885049218909856,46.4459909920846,31815218
2008-01-04,48.40129089355469,50.00398221311824,48.08075262964198,49.36290568529282,28011310
2008-01-07,48.00061798095703,49.106472381003385,47.487755890064676,48.09677772093377,15858063
2008-01-08,46.365867614746094,48.72182449874651,45.80492570653542,48.0486933393781,13282666
2008-01-09,45.628631591796875,46.622301082907825,45.51644232952042,46.41395208015354,13113527
2008-01-10,44.53880310058594,47.119138785523845,44.23429000471338,45.83698570408743,18023003
2008-01-11,45.21192169189453,45.644649105359385,43.4329321804451,45.147812316722955,11629440
2008-01-14,45.901084899902344,46.381892244166124,44.570852116954825,45.292063133350496,10264240
2008-01-15,44.50674057006836,46.83064262112439,44.138122493554334,46.63832317082335,11558334
2008-01-16,43.59320068359375,44.5548152127505,42.48734658360985,44.186197179422535,14834065
2008-01-17,44.7631721496582,45.756841446864144,42.82391341610291,43.75347333378165,16169395
2008-01-18,42.67967224121094,44.442632289081516,42.31104984404877,44.39454808244127,13254156
2008-01-21,35.41947937011719,42.31105058741751,30.851807901141,42.31105058741751,33202389
2008-01-22,31.86150360107422,33.656518317093074,25.306495940437188,31.9256108036916,58755707
2008-01-23,35.41947937011719,36.78176670376958,32.37436650665891,32.37436650665891,28425991
2008-01-24,35.499610900878906,38.015836396262856,33.81678551415156,37.32668020264232,29911930
2008-01-25,37.32668685913086,37.502981144433896,35.820155457607314,37.18244291837169,12550722
2008-01-28,37.727359771728516,38.015843306663115,33.81679166126144,36.81382495478733,13601109
2008-01-29,37.1023063659668,38.368434029833345,36.54136450053337,37.82351733580979,7679877
2008-01-30,35.05085754394531,37.34270453041364,34.586075470484225,37.18243544957562,9016102
2008-01-31,32.7590217590332,35.51565194448094,32.37437624273081,35.41949002195799,41538563
2008-02-01,33.89691925048828,34.1373228714481,33.01543930696896,33.31995012542701,9089201
2008-02-04,35.64385223388672,36.060552283442426,34.53799599860359,34.53799599860359,12009385
2008-02-05,36.74972152709961,37.230528945784194,34.93868111957009,35.70797211994969,14593303
2008-02-06,36.42919158935547,36.86191923477119,34.39377435513775,35.740035000956915,12429218
2008-02-07,34.71429443359375,37.16641284380567,34.4899181397035,35.93233996672627,11300078
2008-02-08,33.81679916381836,35.2271668067396,33.19174774313856,34.938683207802356,13514197
