Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8400942087173462,0.8443155585483794,0.7631675531258697,0.7870900051449747,535796800
2000-01-04,0.76926589012146,0.8302436960747385,0.7594153385712112,0.812419544598389,512377600
2000-01-05,0.7805227041244507,0.829774661148282,0.773018154087292,0.7786465540897917,778321600
2000-01-06,0.7129776477813721,0.803038173150993,0.7129776477813721,0.7964716721362609,767972800
2000-01-07,0.7467504739761353,0.7580081746532202,0.7167306235573667,0.7242351728249103,460734400
2000-01-10,0.733616828918457,0.7673889861737625,0.7111015229990998,0.7655128359341906,505064000
2000-01-11,0.69609135389328,0.7458123509768227,0.6792053055481009,0.720013802656639,441548800
2000-01-12,0.6543448567390442,0.7167306077542647,0.6491846055869582,0.7129774564274761,976068800
2000-01-13,0.7261115312576294,0.7411214868653505,0.6942155196330068,0.7091077868397996,1032684800
2000-01-14,0.7537860870361328,0.7673888884875701,0.7458124871090789,0.7505028370602003,390376000
2000-01-18,0.7800535559654236,0.7955333564810531,0.7537859574272584,0.7580081083519568,459177600
2000-01-19,0.7997546792030334,0.8161717283663694,0.7758322294828537,0.7927183286048901,597643200
2000-01-20,0.8518211841583252,0.9118609030917547,0.8518211841583252,0.8668310888409387,1831132800
2000-01-21,0.8354039788246155,0.8574494824689785,0.8269605264292,0.8574494824689785,495924800
2000-01-24,0.7974096536636353,0.8461917086823837,0.7889661518758544,0.8138266552794563,440876800
2000-01-25,0.8424391746520996,0.849006574692121,0.7683275867819048,0.7880278830463556,497145600
2000-01-26,0.8269603848457336,0.856980285674758,0.8236771852148589,0.8255532849749379,367158400
2000-01-27,0.8255532383918762,0.8480685886057037,0.8030379382795191,0.8166407379542044,340144000
2000-01-28,0.7626983523368835,0.8321196430271626,0.7551938042674899,0.8119503465478437,423348800
2000-01-31,0.7786462903022766,0.7795843900525383,0.7092250550288651,0.758007995593598,701680000
2000-02-01,0.7523789405822754,0.7880280954359966,0.7505028406739745,0.780522693773253,318035200
2000-02-02,0.7415903210639954,0.7664508236609773,0.7279874697751153,0.7561320740093899,464195200
2000-02-03,0.7753632664680481,0.7823996174005331,0.752378865471665,0.7528479154526531,475193600
2000-02-04,0.8105431795120239,0.8255530760260325,0.7777082355269469,0.7800534347856812,425320000
2000-02-07,0.8560423851013184,0.8574495354013714,0.7950645694604196,0.8105435734713955,441067200
2000-02-08,0.8621407151222229,0.8715213160637078,0.8349350084137676,0.8555733124741088,408643200
2000-02-09,0.8452534675598145,0.879026467045218,0.8438464179025746,0.8565111674559284,299364800
2000-02-10,0.8518211841583252,0.8546353847191663,0.8255535253040819,0.8471307830882732,302982400
2000-02-11,0.8161718845367432,0.8565113410375408,0.8124195843520946,0.8527590408528922,212251200
2000-02-14,0.8691761493682861,0.8696451994470711,0.8152338371620607,0.8203932377242477,367539200
2000-02-15,0.8930985927581787,0.9001349450596161,0.8644858369305652,0.864954887002809,485744000
2000-02-16,0.8565112352371216,0.8865319376740518,0.8415013349319138,0.8837169363103601,378246400
2000-02-17,0.8621407151222229,0.8668310155929654,0.8490069118556629,0.8644858653575942,289497600
2000-02-18,0.8349348306655884,0.8658927310788641,0.8321197792166243,0.8602643316310091,233441600
2000-02-22,0.8541661500930786,0.8776195532190884,0.8006928438831268,0.8264914470376025,422296000
2000-02-23,0.8724591135978699,0.8930983123255267,0.8330577174658613,0.8498269787545171,473099200
2000-02-24,0.8646027445793152,0.8940367663128033,0.8386873000973133,0.8804339122889382,376432000
2000-02-25,0.8283673524856567,0.878088397120493,0.8264912530250563,0.8616713494558105,249144000
2000-02-28,0.8499448895454407,0.8630786924676783,0.8133577311294703,0.8264915340517079,328328000
2000-02-29,0.8602643013000488,0.879964600499463,0.8447845500156278,0.85228985057073,368961600
2000-03-01,0.9779984354972839,0.991132232627183,0.889345906087986,0.8898149559564938,1077003200
2000-03-02,0.9156135320663452,0.9601743733503788,0.9057629834718396,0.9531388254848769,311259200
2000-03-03,0.9606435894966125,0.9624029529148886,0.9006038849558838,0.9371901869269409,323366400
2000-03-06,0.9432883858680725,0.9690869341335675,0.9381281351191243,0.945633535359866,210560000
2000-03-07,0.92218017578125,0.9564222256207554,0.9090463761208085,0.9489168250610144,273011200
2000-03-08,0.9156135320663452,0.9301544793054931,0.8898149867813454,0.9221800300470905,271230400
2000-03-09,0.9174902439117432,0.9381285505679328,0.8874703331043997,0.9071706396702409,276718400
2000-03-10,0.9437576532363892,0.9601747054905678,0.9081084468223147,0.9132686987601173,248606400
2000-03-13,0.9104536175727844,0.9493859705111247,0.8968507665852582,0.9165518688692557,303956800
2000-03-14,0.8574494123458862,0.932499922652194,0.8555732122150755,0.9097500441380402,428579200
2000-03-15,0.8724591135978699,0.9024798118394308,0.8565111155403593,0.8677688147541122,443609600
2000-03-16,0.9123295545578003,0.9156136054347125,0.8593253100862863,0.8804335586209769,378100800
2000-03-17,0.9381282925605774,0.9381282925605774,0.8977887886060445,0.9015419903709719,305043200
2000-03-20,0.923118531703949,0.9475099379536811,0.9184281310173016,0.9268716338364102,204489600
2000-03-21,1.0127099752426147,1.0263127280373154,0.9127997039111622,0.9198352546358242,524328000
2000-03-22,1.0821311473846436,1.0835390991789622,0.9873803304151808,0.9965273576406005,567996800
2000-03-23,1.0605547428131104,1.128568904804428,1.0507041906201267,1.065714093024334,562564800
2000-03-24,1.04085373878479,1.0802551497320731,1.0169312817902771,1.0689974462853256,446913600
2000-03-27,1.0474207401275635,1.0863530897745128,1.0272505895427169,1.0328798905601697,279182400
2000-03-28,1.0441375970840454,1.065713997942771,1.029126794192441,1.0300648942209527,202966400
2000-03-29,1.0202155113220215,1.046483123187792,1.004384341177807,1.0460141732078885,239836800
2000-03-30,0.9437576532363892,1.033349017897877,0.9414124030013458,1.0023903119538895,414400000
2000-03-31,1.0192770957946777,1.0300648447931084,0.9456336418135558,0.9564222926385034,404633600
2000-04-03,1.0005135536193848,1.0469512860207393,0.9714317655077046,1.016930596715152,328563200
2000-04-04,0.9554842114448547,0.9981688637657845,0.8762123564097414,0.9953546639628977,660329600
2000-04-05,0.9784685969352722,0.9972307980246626,0.9306237917422008,0.9491514177215719,457665600
2000-04-06,0.9395362138748169,1.0094265681042494,0.9249944613617443,0.9803447665282309,259627200
2000-04-07,0.9887871146202087,0.989725114183838,0.9418811242633593,0.9550149218067849,242435200
2000-04-10,0.9381282925605774,0.9962927994188157,0.936252192692873,0.9883183479008152,212262400
2000-04-11,0.8963817954063416,0.9371902517546359,0.8860621933507851,0.9268715515257032,541822400
2000-04-12,0.8199241161346436,0.8930985273201758,0.7870900623670575,0.8930985273201758,941136000
2000-04-13,0.8541661500930786,0.9006039063191096,0.814295695448609,0.8368110486241185,529827200
2000-04-14,0.8396252989768982,0.8855931562111261,0.818047994456678,0.8203931946259181,667620800
2000-04-17,0.9296855330467224,0.9301545829837609,0.8185168401556091,0.8218009412368885,409561600
2000-04-18,0.952201247215271,0.952201247215271,0.8959129255493521,0.9268717379426066,390924800
2000-04-19,0.9090466499328613,0.9775298684131065,0.8987270467144238,0.9470410106846826,520150400
2000-04-20,0.8921602368354797,0.9362520332180769,0.8785573878284307,0.9282783846818684,722120000
2000-04-24,0.9043561816215515,0.9043561816215515,0.8612024781768602,0.8630785780266151,443620800
2000-04-25,0.9629887342453003,0.9662727854108059,0.916082735859849,0.9165517858234095,391641600
2000-04-26,0.9104536175727844,0.9606435714683529,0.9006038680543808,0.9503239703202946,366912000
2000-04-27,0.9512621164321899,0.9531391181709861,0.8749221951367011,0.8794956583740563,326603200
2000-04-28,0.9310932159423828,0.9568918818529987,0.9104541028484853,0.9540776805196097,249580800
2000-05-01,0.9329689741134644,0.9390672257656676,0.9146758224041387,0.9371902240083421,226195200
2000-05-02,0.8846549987792969,0.9475098062239026,0.8818407988397461,0.9249945032572922,236432000
2000-05-03,0.863547682762146,0.9099846390387957,0.8377491287790008,0.8926294868426324,489798400
2000-05-04,0.8307127952575684,0.8649548519866216,0.8297746951510583,0.8640167518801114,399515200
2000-05-05,0.8490068912506104,0.8612025940458505,0.8309473610810703,0.8316508860940139,284076800
2000-05-08,0.8264912962913513,0.8532278944182813,0.8255531964104771,0.8412666700239261,184900800
2000-05-09,0.7913112044334412,0.8349347531034832,0.7870899052396918,0.8278984027222767,327140800
2000-05-10,0.7453435063362122,0.7880281648602148,0.7411213542932447,0.7809918126053917,535091200
2000-05-11,0.7716107368469238,0.7823993842088467,0.7429979951139822,0.7608221395864581,499744000
2000-05-12,0.8077290654182434,0.8293055134435892,0.7862686523945269,0.795533365894658,306913600
2000-05-15,0.7580083608627319,0.811012575439475,0.7514410081272345,0.811012575439475,678932800
2000-05-16,0.793187141418457,0.8185166332388502,0.7711416997476852,0.7843923320685986,440451200
2000-05-17,0.7608223557472229,0.7781774553093471,0.7533169549383162,0.7777084053348939,398092800
2000-05-18,0.7561322450637817,0.7875592044931924,0.7551941448186604,0.7730182999834015,373777600
2000-05-19,0.7054729461669922,0.7448743459229592,0.7007817450653708,0.7448743459229592,740667200
2000-05-22,0.6749832630157471,0.7035968670906132,0.6454324106355044,0.7035968670906132,755507200
2000-05-23,0.6440251469612122,0.7007816373178519,0.6426180473747193,0.6792052418996047,517585600
2000-05-24,0.6580970287322998,0.6735759767125608,0.6229169319666674,0.6468393797307698,678462400
2000-05-25,0.6549308896064758,0.6953880403273277,0.6454325496007786,0.664195606380819,406750400
2000-05-26,0.6482463479042053,0.674513939739164,0.6398037516591856,0.6604420441712677,181148800
